genus,organism_name,assembly_id
Fusarium,Fusarium boothii,GCA_017656945.1
Fusarium,Fusarium boothii,GCA_017656985.1
Fusarium,Fusarium boothii,GCA_017656995.1
Fusarium,Fusarium boothii,GCA_052058405.1
Fusarium,Fusarium boothii,GCA_052058495.1
Fusarium,Fusarium boothii,GCA_053895125.1
Fusarium,Fusarium boothii,GCA_053895185.1
Fusarium,Fusarium boothii,GCA_053895245.1
Fusarium,Fusarium brachygibbosum,GCA_018886245.1
Fusarium,Fusarium brachygibbosum,GCA_052814595.1
Fusarium,Fusarium brasilicum,GCA_013184295.1
Fusarium,Fusarium brasilicum,GCA_017656955.1
Fusarium,Fusarium brasiliense,GCA_001680685.1
Fusarium,Fusarium brevicatenulatum,GCA_013363135.1
Fusarium,Fusarium buharicum,GCA_014822075.1
Fusarium,Fusarium bulbicola,GCA_013186765.1
Fusarium,Fusarium bulbicola,GCA_013758895.1
Fusarium,Fusarium burgessii,GCA_002980515.1
Fusarium,Fusarium buxicola,GCA_014899095.1
Fusarium,Fusarium buxicola,GCA_045528865.1
Fusarium,Fusarium caatingaense,GCA_013624355.1
Fusarium,Fusarium camptoceras,GCA_004367475.1
Fusarium,Fusarium celtis-occidentalis,GCA_045529095.1
Fusarium,Fusarium cerealis,GCA_012600195.1
Fusarium,Fusarium cerealis,GCA_019055205.1
Fusarium,Fusarium cerealis,GCA_054553065.1
Fusarium,Fusarium cerealis,GCA_054574715.1
Fusarium,Fusarium cf. aywerte,GCA_011034095.1
Fusarium,Fusarium cf. falciforme,GCA_011033525.1
Fusarium,Fusarium cf. falciforme,GCA_011033595.1
Fusarium,Fusarium cf. falciforme,GCA_011033705.1
Fusarium,Fusarium cf. falciforme,GCA_011033785.1
Fusarium,Fusarium cf. falciforme,GCA_011034735.1
Fusarium,Fusarium cf. falciforme,GCA_011036285.1
Fusarium,Fusarium cf. falciforme,GCA_011036445.1
Fusarium,Fusarium cf. falciforme,GCA_011036565.1
Fusarium,Fusarium cf. falciforme,GCA_011036775.1
Fusarium,Fusarium cf. falciforme,GCA_011036815.1
Fusarium,Fusarium cf. hostae,GCA_011034235.1
Fusarium,Fusarium cf. hostae,GCA_011035825.1
Fusarium,Fusarium cf. hostae,GCA_011035845.1
Fusarium,Fusarium cf. nygamai,GCA_011035525.1
Fusarium,Fusarium cf. nygamai,GCA_011036685.1
Fusarium,Fusarium cf. solani,GCA_011033385.1
Fusarium,Fusarium cf. solani,GCA_011033625.1
Fusarium,Fusarium cf. solani,GCA_011033925.1
Fusarium,Fusarium cf. solani,GCA_011033945.1
Fusarium,Fusarium cf. solani,GCA_011034825.1
Fusarium,Fusarium cf. solani,GCA_011036165.1
Fusarium,Fusarium cf. solani,GCA_011036515.1
Fusarium,Fusarium cf. solani,GCA_011036725.1
Fusarium,Fusarium cf. solani,GCA_011036745.1
Fusarium,Fusarium cf. solani,GCA_011421325.1
Fusarium,Fusarium cf. verticillioides,GCA_011035275.1
Fusarium,Fusarium cf. verticillioides,GCA_011036015.1
Fusarium,Fusarium cf. verticillioides,GCA_011036225.1
Fusarium,Fusarium cf. verticillioides,GCA_011036905.1
Fusarium,Fusarium chaquense,GCA_020137375.1
Fusarium,Fusarium chaquense,GCA_020137435.1
Fusarium,Fusarium chaquense,GCA_020137885.1
Fusarium,Fusarium chlamydosporum,GCA_014898915.1
Fusarium,Fusarium chlamydosporum,GCA_047716405.1
Fusarium,Fusarium chuoi,GCA_022627105.1
Fusarium,Fusarium chuoi,GCA_022627125.1
Fusarium,Fusarium cicatricum,GCA_021730345.1
Fusarium,Fusarium circinatum,GCA_000497325.4
Fusarium,Fusarium circinatum,GCA_000876485.1
Fusarium,Fusarium circinatum,GCA_002894005.2
Fusarium,Fusarium circinatum,GCA_013168815.2
Fusarium,Fusarium circinatum,GCA_013168825.2
Fusarium,Fusarium circinatum,GCA_013168835.2
Fusarium,Fusarium circinatum,GCA_013396185.1
Fusarium,Fusarium circinatum,GCA_018163655.1
Fusarium,Fusarium circinatum,GCA_019364515.1
Fusarium,Fusarium circinatum,GCA_019364535.1
Fusarium,Fusarium circinatum,GCA_021436885.1
Fusarium,Fusarium circinatum,GCA_021436905.1
Fusarium,Fusarium circinatum,GCA_021513745.1
Fusarium,Fusarium circinatum,GCA_021513755.1
Fusarium,Fusarium circinatum,GCA_024047395.1
Fusarium,Fusarium circinatum,GCA_024056715.1
Fusarium,Fusarium circinatum,GCA_024514935.1
Fusarium,Fusarium circinatum,GCA_037043895.1
Fusarium,Fusarium circinatum,GCA_040114195.1
Fusarium,Fusarium citri,GCA_004367485.1
Fusarium,Fusarium clavum,GCA_004367155.1
Fusarium,Fusarium clavum,GCA_044646745.1
Fusarium,Fusarium coffeatum,GCA_003316985.1
Fusarium,Fusarium coffeatum,GCA_004367465.1
Fusarium,Fusarium coicis,GCA_013781345.1
Fusarium,Fusarium commune,GCA_001599515.1
Fusarium,Fusarium commune,GCA_013618355.1
Fusarium,Fusarium commune,GCA_023065405.1
Fusarium,Fusarium commune,GCA_033782975.1
Fusarium,Fusarium commune,GCA_033782995.1
Fusarium,Fusarium commune,GCA_034642005.1
Fusarium,Fusarium commune,GCA_044646975.1
Fusarium,Fusarium commune,GCA_044647265.1
Fusarium,Fusarium commune,GCA_044647275.1
Fusarium,Fusarium commune,GCA_044647375.1
Fusarium,Fusarium commune,GCA_044647445.1
Fusarium,Fusarium commune,GCA_052058685.1
Fusarium,Fusarium compactum,GCA_037577415.1
Fusarium,Fusarium concentricum,GCA_014824425.1
Fusarium,Fusarium concolor,GCA_013184415.1
Fusarium,Fusarium continuum,GCA_013184455.1
Fusarium,Fusarium cortaderiae,GCA_009617495.1
Fusarium,Fusarium cortaderiae,GCA_013184305.1
Fusarium,Fusarium cortaderiae,GCA_017656885.1
Fusarium,Fusarium cortaderiae,GCA_017656915.1
Fusarium,Fusarium cortaderiae,GCA_017656935.1
Fusarium,Fusarium cortaderiae,GCA_051942735.1
Fusarium,Fusarium culmorum,GCA_003033665.1
Fusarium,Fusarium culmorum,GCA_013618375.1
Fusarium,Fusarium culmorum,GCA_016952355.1
Fusarium,Fusarium culmorum,GCA_019055245.1
Fusarium,Fusarium culmorum,GCA_041380385.1
Fusarium,Fusarium culmorum,GCA_050516595.1
Fusarium,Fusarium culmorum,GCA_052570695.1
Fusarium,Fusarium culmorum,GCA_052570705.1
Fusarium,Fusarium culmorum,GCA_052570715.1
Fusarium,Fusarium culmorum,GCA_052570805.1
Fusarium,Fusarium culmorum,GCA_052570815.1
Fusarium,Fusarium culmorum,GCA_052570865.1
Fusarium,Fusarium culmorum,GCA_052571695.1
Fusarium,Fusarium cuneirostrum,GCA_001680505.1
Fusarium,Fusarium cyanostomum,GCA_014824385.1
Fusarium,Fusarium cyanostomum,GCA_045528825.1
Fusarium,Fusarium decemcellulare,GCA_013266205.1
Fusarium,Fusarium decemcellulare,GCA_027627305.1
Fusarium,Fusarium delphinoides,GCA_045526855.1
Fusarium,Fusarium denticulatum,GCA_013396175.1
Fusarium,Fusarium devonianum,GCA_017140155.1
Fusarium,Fusarium dimerum,GCA_013623525.1
Fusarium,Fusarium dimerum,GCA_045526845.1
Fusarium,Fusarium dlaminii,GCA_013186775.1
Fusarium,Fusarium domesticum,GCA_013618395.1
Fusarium,Fusarium drepaniforme,GCA_012978555.1
Fusarium,Fusarium duplospermum,GCA_003946985.1
Fusarium,Fusarium equiseti,GCA_002894235.1
Fusarium,Fusarium equiseti,GCA_003313175.1
Fusarium,Fusarium equiseti,GCA_003316835.1
Fusarium,Fusarium equiseti,GCA_004367125.1
Fusarium,Fusarium equiseti,GCA_019054785.1
Fusarium,Fusarium equiseti,GCA_019054855.1
Fusarium,Fusarium equiseti,GCA_019054885.1
Fusarium,Fusarium equiseti,GCA_019054915.1
Fusarium,Fusarium equiseti,GCA_019054925.1
Fusarium,Fusarium equiseti,GCA_019054965.1
Fusarium,Fusarium equiseti,GCA_019055005.1
Fusarium,Fusarium equiseti,GCA_019055015.1
Fusarium,Fusarium equiseti,GCA_019055045.1
Fusarium,Fusarium equiseti,GCA_019055055.1
Fusarium,Fusarium equiseti,GCA_019055085.1
Fusarium,Fusarium equiseti,GCA_019055105.1
Fusarium,Fusarium equiseti,GCA_019055125.1
Fusarium,Fusarium equiseti,GCA_019055145.1
Fusarium,Fusarium equiseti,GCA_019055165.1
Fusarium,Fusarium equiseti,GCA_019055195.1
Fusarium,Fusarium equiseti,GCA_019055215.1
Fusarium,Fusarium equiseti,GCA_027945365.1
Fusarium,Fusarium equiseti,GCA_038501615.1
Fusarium,Fusarium equiseti,GCA_041438275.1
Fusarium,Fusarium equiseti,GCA_052857265.1
Fusarium,Fusarium euwallaceae,GCA_002168265.2
Fusarium,Fusarium euwallaceae,GCA_003957675.1
Fusarium,Fusarium euwallaceae,GCA_050613635.1
Fusarium,Fusarium falciforme,GCA_013363125.1
Fusarium,Fusarium falciforme,GCA_024500265.1
Fusarium,Fusarium falciforme,GCA_026873545.1
Fusarium,Fusarium falciforme,GCA_027945395.1
Fusarium,Fusarium falciforme,GCA_027945495.1
Fusarium,Fusarium falciforme,GCA_027945505.1
Fusarium,Fusarium falciforme,GCA_027945515.1
Fusarium,Fusarium falciforme,GCA_044646555.1
Fusarium,Fusarium falciforme,GCA_049863005.1
Fusarium,Fusarium falciforme,GCA_051403455.1
Fusarium,Fusarium falciforme,GCA_054370115.1
Fusarium,Fusarium flagelliforme,GCA_003012295.1
Fusarium,Fusarium flagelliforme,GCA_004367175.1
Fusarium,Fusarium flagelliforme,GCA_020744385.1
Fusarium,Fusarium flocciferum,GCA_044592905.1
Fusarium,Fusarium floridanum,GCA_003947005.1
Fusarium,Fusarium foetens,GCA_013623845.1
Fusarium,Fusarium fracticaudum,GCA_003353625.1
Fusarium,Fusarium fredkrugeri,GCA_044646565.1
Fusarium,Fusarium fujikuroi,GCA_001023035.1
Fusarium,Fusarium fujikuroi,GCA_001023045.1
Fusarium,Fusarium fujikuroi,GCA_001023065.1
Fusarium,Fusarium fujikuroi,GCA_002196585.2
Fusarium,Fusarium fujikuroi,GCA_002864135.1
Fusarium,Fusarium fujikuroi,GCA_009663055.1
Fusarium,Fusarium fujikuroi,GCA_009663095.1
Fusarium,Fusarium fujikuroi,GCA_009663115.1
Fusarium,Fusarium fujikuroi,GCA_009800985.1
Fusarium,Fusarium fujikuroi,GCA_013759025.1
Fusarium,Fusarium fujikuroi,GCA_044646505.1
Fusarium,Fusarium fujikuroi B14,GCA_000315255.1
Fusarium,Fusarium gaditjirri,GCA_013266175.1
Fusarium,Fusarium gerlachii,GCA_017656835.1
Fusarium,Fusarium gerlachii,GCA_017656845.1
Fusarium,Fusarium globosum,GCA_013396165.1
Fusarium,Fusarium goolgardi,GCA_014899075.1
Fusarium,Fusarium graminearum,GCA_000599445.1
Fusarium,Fusarium graminearum,GCA_000966635.1
Fusarium,Fusarium graminearum,GCA_000966645.2
Fusarium,Fusarium graminearum,GCA_001717905.1
Fusarium,Fusarium graminearum,GCA_001717915.1
Fusarium,Fusarium graminearum,GCA_002352725.1
Fusarium,Fusarium graminearum,GCA_006942295.1
Fusarium,Fusarium graminearum,GCA_012959185.1
Fusarium,Fusarium graminearum,GCA_018219475.1
Fusarium,Fusarium graminearum,GCA_018219485.1
Fusarium,Fusarium graminearum,GCA_018219515.1
Fusarium,Fusarium graminearum,GCA_018219525.1
Fusarium,Fusarium graminearum,GCA_018219555.1
Fusarium,Fusarium graminearum,GCA_018219565.1
Fusarium,Fusarium graminearum,GCA_018219575.1
Fusarium,Fusarium graminearum,GCA_018219615.1
Fusarium,Fusarium graminearum,GCA_018219625.1
Fusarium,Fusarium graminearum,GCA_018219635.1
Fusarium,Fusarium graminearum,GCA_018219645.1
Fusarium,Fusarium graminearum,GCA_018219675.1
Fusarium,Fusarium graminearum,GCA_018219705.1
Fusarium,Fusarium graminearum,GCA_018219715.1
Fusarium,Fusarium graminearum,GCA_018219745.1
Fusarium,Fusarium graminearum,GCA_018219765.1
Fusarium,Fusarium graminearum,GCA_018219795.1
Fusarium,Fusarium graminearum,GCA_018345295.1
Fusarium,Fusarium graminearum,GCA_018345315.1
Fusarium,Fusarium graminearum,GCA_018345325.1
Fusarium,Fusarium graminearum,GCA_018345335.1
Fusarium,Fusarium graminearum,GCA_018345365.1
Fusarium,Fusarium graminearum,GCA_018345395.1
Fusarium,Fusarium graminearum,GCA_018345415.1
Fusarium,Fusarium graminearum,GCA_018345435.1
Fusarium,Fusarium graminearum,GCA_018345455.1
Fusarium,Fusarium graminearum,GCA_018345475.1
Fusarium,Fusarium graminearum,GCA_018345485.1
Fusarium,Fusarium graminearum,GCA_018345515.1
Fusarium,Fusarium graminearum,GCA_018345545.1
Fusarium,Fusarium graminearum,GCA_018345575.1
Fusarium,Fusarium graminearum,GCA_018345585.1
Fusarium,Fusarium graminearum,GCA_018345615.1
Fusarium,Fusarium graminearum,GCA_018345635.1
Fusarium,Fusarium graminearum,GCA_018345645.1
Fusarium,Fusarium graminearum,GCA_018345655.1
Fusarium,Fusarium graminearum,GCA_018345675.1
Fusarium,Fusarium graminearum,GCA_018345715.1
Fusarium,Fusarium graminearum,GCA_018345725.1
Fusarium,Fusarium graminearum,GCA_018345735.1
Fusarium,Fusarium graminearum,GCA_018345745.1
Fusarium,Fusarium graminearum,GCA_018345795.1
Fusarium,Fusarium graminearum,GCA_018345815.1
Fusarium,Fusarium graminearum,GCA_018345835.1
Fusarium,Fusarium graminearum,GCA_018345845.1
Fusarium,Fusarium graminearum,GCA_018345865.1
Fusarium,Fusarium graminearum,GCA_018345885.1
Fusarium,Fusarium graminearum,GCA_018345915.1
Fusarium,Fusarium graminearum,GCA_018345925.1
Fusarium,Fusarium graminearum,GCA_018345945.1
Fusarium,Fusarium graminearum,GCA_018345975.1
Fusarium,Fusarium graminearum,GCA_018345995.1
Fusarium,Fusarium graminearum,GCA_018346005.1
Fusarium,Fusarium graminearum,GCA_018346015.1
Fusarium,Fusarium graminearum,GCA_018346035.1
Fusarium,Fusarium graminearum,GCA_018346045.1
Fusarium,Fusarium graminearum,GCA_018346095.1
Fusarium,Fusarium graminearum,GCA_018346115.1
Fusarium,Fusarium graminearum,GCA_018346145.1
Fusarium,Fusarium graminearum,GCA_018346155.1
Fusarium,Fusarium graminearum,GCA_018346165.1
Fusarium,Fusarium graminearum,GCA_018346185.1
Fusarium,Fusarium graminearum,GCA_018346225.1
Fusarium,Fusarium graminearum,GCA_018346245.1
Fusarium,Fusarium graminearum,GCA_018346255.1
Fusarium,Fusarium graminearum,GCA_018346265.1
Fusarium,Fusarium graminearum,GCA_018346305.1
Fusarium,Fusarium graminearum,GCA_018346325.1
Fusarium,Fusarium graminearum,GCA_018346345.1
Fusarium,Fusarium graminearum,GCA_018346355.1
Fusarium,Fusarium graminearum,GCA_018346365.1
Fusarium,Fusarium graminearum,GCA_018346405.1
Fusarium,Fusarium graminearum,GCA_018346425.1
Fusarium,Fusarium graminearum,GCA_018346445.1
Fusarium,Fusarium graminearum,GCA_018346455.1
Fusarium,Fusarium graminearum,GCA_018346485.1
Fusarium,Fusarium graminearum,GCA_018346495.1
Fusarium,Fusarium graminearum,GCA_018346505.1
Fusarium,Fusarium graminearum,GCA_018346545.1
Fusarium,Fusarium graminearum,GCA_018346565.1
Fusarium,Fusarium graminearum,GCA_018346575.1
Fusarium,Fusarium graminearum,GCA_018346585.1
Fusarium,Fusarium graminearum,GCA_018346625.1
Fusarium,Fusarium graminearum,GCA_018346635.1
Fusarium,Fusarium graminearum,GCA_018346665.1
Fusarium,Fusarium graminearum,GCA_018346685.1
Fusarium,Fusarium graminearum,GCA_018346695.1
Fusarium,Fusarium graminearum,GCA_018346705.1
Fusarium,Fusarium graminearum,GCA_018346715.1
Fusarium,Fusarium graminearum,GCA_018346765.1
Fusarium,Fusarium graminearum,GCA_018346775.1
Fusarium,Fusarium graminearum,GCA_018346795.1
Fusarium,Fusarium graminearum,GCA_018346805.1
Fusarium,Fusarium graminearum,GCA_018346815.1
Fusarium,Fusarium graminearum,GCA_019343145.1
Fusarium,Fusarium graminearum,GCA_020991245.1
Fusarium,Fusarium graminearum,GCA_023242275.1
Fusarium,Fusarium graminearum,GCA_025427445.1
Fusarium,Fusarium graminearum,GCA_025427495.1
Fusarium,Fusarium graminearum,GCA_025427885.1
Fusarium,Fusarium graminearum,GCA_025428525.1
Fusarium,Fusarium graminearum,GCA_025428825.1
Fusarium,Fusarium graminearum,GCA_025428875.1
Fusarium,Fusarium graminearum,GCA_025434025.1
Fusarium,Fusarium graminearum,GCA_037074405.1
Fusarium,Fusarium graminearum,GCA_037074415.1
Fusarium,Fusarium graminearum,GCA_037213105.1
Fusarium,Fusarium graminearum,GCA_037255895.1
Fusarium,Fusarium graminearum,GCA_041380495.1
Fusarium,Fusarium graminearum,GCA_051903665.1
Fusarium,Fusarium graminearum,GCA_053895165.1
Fusarium,Fusarium graminearum,GCA_053895205.1
Fusarium,Fusarium graminearum,GCA_053895225.1
Fusarium,Fusarium graminearum,GCA_053895265.1
Fusarium,Fusarium graminearum,GCA_054643435.1
Fusarium,Fusarium graminearum,GCA_055476185.1
Fusarium,Fusarium graminearum PH-1,GCA_000240135.3
Fusarium,Fusarium graminum,GCA_013266165.1
Fusarium,Fusarium guadeloupense,GCA_021655865.1
Fusarium,Fusarium guadeloupense,GCA_021655875.1
Fusarium,Fusarium guttiforme,GCA_013186795.1
Fusarium,Fusarium guttiforme,GCA_037044015.1
Fusarium,Fusarium haematococcum,GCA_004026335.1
Fusarium,Fusarium haematococcum,GCA_004026385.1
Fusarium,Fusarium haematococcum,GCA_010015875.1
Fusarium,Fusarium hainanense,GCA_013618405.1
Fusarium,Fusarium heterosporum,GCA_013396295.1
Fusarium,Fusarium hostae,GCA_002234205.1
Fusarium,Fusarium hostae,GCA_002234235.1
Fusarium,Fusarium hostae,GCA_013184365.1
Fusarium,Fusarium humuli,GCA_004366955.1
Fusarium,Fusarium humuli,GCA_013753835.1
Fusarium,Fusarium illudens,GCA_013623515.1
Fusarium,Fusarium incarnatum,GCA_003704985.1
Fusarium,Fusarium incarnatum,GCA_003709435.1
Fusarium,Fusarium incarnatum,GCA_004367075.1
Fusarium,Fusarium inflexum,GCA_044647245.1
Fusarium,Fusarium ipomoeae,GCA_044646535.1
Fusarium,Fusarium ipomoeae,GCA_056248065.1
Fusarium,Fusarium irregulare,GCA_004367085.1
Fusarium,Fusarium irregulare,GCA_027945235.1
Fusarium,Fusarium irregulare,GCA_027945245.1
Fusarium,Fusarium keratoplasticum,GCA_025433545.1
Fusarium,Fusarium keratoplasticum,GCA_025433555.1
Fusarium,Fusarium kistleri,GCA_053895085.1
Fusarium,Fusarium kuroshium,GCA_003698175.1
Fusarium,Fusarium kyushuense,GCA_013184315.1
Fusarium,Fusarium kyushuense,GCA_034753255.1
Fusarium,Fusarium lactis,GCA_044647025.1
Fusarium,Fusarium langsethiae,GCA_001292635.1
Fusarium,Fusarium langsethiae,GCA_018104275.1
Fusarium,Fusarium langsethiae,GCA_022180325.1
Fusarium,Fusarium langsethiae,GCA_022180345.1
Fusarium,Fusarium lateritium,GCA_014898835.1
Fusarium,Fusarium lateritium,GCA_052570155.1
Fusarium,Fusarium lateritium,GCA_052570225.1
Fusarium,Fusarium lateritium,GCA_052570285.1
Fusarium,Fusarium lateritium,GCA_052570295.1
Fusarium,Fusarium lateritium,GCA_052570305.1
Fusarium,Fusarium lateritium,GCA_052570355.1
Fusarium,Fusarium lateritium,GCA_052570365.1
Fusarium,Fusarium lateritium,GCA_052570435.1
Fusarium,Fusarium lateritium,GCA_052570455.1
Fusarium,Fusarium lateritium,GCA_052570465.1
Fusarium,Fusarium lateritium,GCA_052570515.1
Fusarium,Fusarium lateritium,GCA_052570605.1
Fusarium,Fusarium lateritium,GCA_052570615.1
Fusarium,Fusarium lateritium,GCA_052570645.1
Fusarium,Fusarium lateritium,GCA_052571635.1
Fusarium,Fusarium liriodendri,GCA_023509735.1
Fusarium,Fusarium longipes,GCA_003012285.1
Fusarium,Fusarium longipes,GCA_013618485.1
Fusarium,Fusarium longipes,GCA_013618495.1
Fusarium,Fusarium longipes,GCA_013623335.1
Fusarium,Fusarium louisianense,GCA_017656775.1
Fusarium,Fusarium louisianense,GCA_017656825.1
Fusarium,Fusarium luffae,GCA_013184325.1
Fusarium,Fusarium luffae,GCA_044647525.1
Fusarium,Fusarium luffae,GCA_054821325.1
Fusarium,Fusarium lyarnte (nom. inval.),GCA_014898885.1
Fusarium,Fusarium mangiferae,GCA_013758935.1
Fusarium,Fusarium marasasianum,GCA_022833035.1
Fusarium,Fusarium meridionale,GCA_001717825.1
Fusarium,Fusarium meridionale,GCA_001717855.1
Fusarium,Fusarium meridionale,GCA_009617515.1
Fusarium,Fusarium meridionale,GCA_017656785.1
Fusarium,Fusarium meridionale,GCA_032355295.1
Fusarium,Fusarium meridionale x Fusarium asiaticum,GCA_017656815.1
Fusarium,Fusarium mesoamericanum,GCA_017656745.1
Fusarium,Fusarium metavorans,GCA_001633045.1
Fusarium,Fusarium mexicanum,GCA_013396015.1
Fusarium,Fusarium miscanthi,GCA_014898875.1
Fusarium,Fusarium multiceps,GCA_028416715.1
Fusarium,Fusarium mundagurra,GCA_013396205.1
Fusarium,Fusarium musae,GCA_013623345.1
Fusarium,Fusarium musae,GCA_019915245.1
Fusarium,Fusarium nanum,GCA_004367095.1
Fusarium,Fusarium napiforme,GCA_013396005.1
Fusarium,Fusarium nelsonii,GCA_014898925.1
Fusarium,Fusarium nematophilum,GCA_013623595.1
Fusarium,Fusarium nematophilum,GCA_033030565.1
Fusarium,Fusarium nematophilum,GCA_054098485.1
Fusarium,Fusarium nematophilum,GCA_054098565.1
Fusarium,Fusarium neocosmosporiellum,GCA_006518225.1
Fusarium,Fusarium neocosmosporiellum,GCA_021655985.1
Fusarium,Fusarium neocosmosporiellum,GCA_041296245.1
Fusarium,Fusarium nepalense,GCA_017656675.1
Fusarium,Fusarium nepalense,GCA_017656735.1
Fusarium,Fusarium newnesense,GCA_013184375.1
Fusarium,Fusarium nirenbergiae,GCA_051107415.1
Fusarium,Fusarium nisikadoi,GCA_013623555.1
Fusarium,Fusarium nodosum,GCA_014898975.1
Fusarium,Fusarium nurragi,GCA_012977755.1
Fusarium,Fusarium nygamai,GCA_001262555.1
Fusarium,Fusarium nygamai,GCA_002894225.1
Fusarium,Fusarium nygamai,GCA_013186815.1
Fusarium,Fusarium nygamai,GCA_022813395.1
Fusarium,Fusarium obliquiseptatum,GCA_047371145.1
Fusarium,Fusarium odoratissimum,GCA_000350365.1
Fusarium,Fusarium odoratissimum,GCA_026745415.1
Fusarium,Fusarium odoratissimum,GCA_026745425.1
Fusarium,Fusarium odoratissimum,GCA_040822185.1
Fusarium,Fusarium odoratissimum,GCA_040822265.1
Fusarium,Fusarium odoratissimum,GCA_040822295.1
Fusarium,Fusarium odoratissimum,GCA_052550365.1
Fusarium,Fusarium odoratissimum NRRL 54006,GCA_000260195.2
Fusarium,Fusarium oligoseptatum,GCA_003946995.1
Fusarium,Fusarium ophioides,GCA_042257825.1
Fusarium,Fusarium ophioides,GCA_042257875.1
Fusarium,Fusarium ophioides,GCA_042257945.1
Fusarium,Fusarium oxysporum,GCA_000733055.3
Fusarium,Fusarium oxysporum,GCA_001703125.1
Fusarium,Fusarium oxysporum,GCA_001931975.2
Fusarium,Fusarium oxysporum,GCA_002233935.2
Fusarium,Fusarium oxysporum,GCA_002233955.2
Fusarium,Fusarium oxysporum,GCA_002233985.2
Fusarium,Fusarium oxysporum,GCA_002233995.2
Fusarium,Fusarium oxysporum,GCA_002894245.1
Fusarium,Fusarium oxysporum,GCA_003025205.1
Fusarium,Fusarium oxysporum,GCA_003025235.1
Fusarium,Fusarium oxysporum,GCA_003615115.1
Fusarium,Fusarium oxysporum,GCA_003615155.1
Fusarium,Fusarium oxysporum,GCA_003615165.1
Fusarium,Fusarium oxysporum,GCA_003615185.1
Fusarium,Fusarium oxysporum,GCA_003704975.1
Fusarium,Fusarium oxysporum,GCA_003705035.1
Fusarium,Fusarium oxysporum,GCA_003705045.1
Fusarium,Fusarium oxysporum,GCA_003709395.1
Fusarium,Fusarium oxysporum,GCA_004291455.1
Fusarium,Fusarium oxysporum,GCA_004292535.1
Fusarium,Fusarium oxysporum,GCA_009297365.1
Fusarium,Fusarium oxysporum,GCA_009297385.1
Fusarium,Fusarium oxysporum,GCA_009297405.1
Fusarium,Fusarium oxysporum,GCA_009297425.1
Fusarium,Fusarium oxysporum,GCA_009297445.1
Fusarium,Fusarium oxysporum,GCA_009297465.1
Fusarium,Fusarium oxysporum,GCA_009297485.1
Fusarium,Fusarium oxysporum,GCA_009297495.1
Fusarium,Fusarium oxysporum,GCA_009297505.1
Fusarium,Fusarium oxysporum,GCA_009297515.1
Fusarium,Fusarium oxysporum,GCA_009297555.1
Fusarium,Fusarium oxysporum,GCA_009297575.1
Fusarium,Fusarium oxysporum,GCA_009297605.1
Fusarium,Fusarium oxysporum,GCA_009297625.1
Fusarium,Fusarium oxysporum,GCA_009297635.1
Fusarium,Fusarium oxysporum,GCA_009297655.1
Fusarium,Fusarium oxysporum,GCA_009297675.1
Fusarium,Fusarium oxysporum,GCA_009297695.1
Fusarium,Fusarium oxysporum,GCA_009297715.1
Fusarium,Fusarium oxysporum,GCA_009297725.1
Fusarium,Fusarium oxysporum,GCA_009297735.1
Fusarium,Fusarium oxysporum,GCA_009297755.1
Fusarium,Fusarium oxysporum,GCA_009297785.1
Fusarium,Fusarium oxysporum,GCA_009297825.1
Fusarium,Fusarium oxysporum,GCA_009297835.1
Fusarium,Fusarium oxysporum,GCA_009297855.1
Fusarium,Fusarium oxysporum,GCA_009297885.1
Fusarium,Fusarium oxysporum,GCA_009297915.1
Fusarium,Fusarium oxysporum,GCA_009297925.1
Fusarium,Fusarium oxysporum,GCA_009297935.1
Fusarium,Fusarium oxysporum,GCA_009297945.1
Fusarium,Fusarium oxysporum,GCA_009297985.1
Fusarium,Fusarium oxysporum,GCA_009297995.1
Fusarium,Fusarium oxysporum,GCA_009298035.1
Fusarium,Fusarium oxysporum,GCA_009298045.1
Fusarium,Fusarium oxysporum,GCA_009298065.1
Fusarium,Fusarium oxysporum,GCA_009298075.1
Fusarium,Fusarium oxysporum,GCA_009298085.1
Fusarium,Fusarium oxysporum,GCA_009298125.1
Fusarium,Fusarium oxysporum,GCA_009298145.1
Fusarium,Fusarium oxysporum,GCA_009298175.1
Fusarium,Fusarium oxysporum,GCA_009298195.1
Fusarium,Fusarium oxysporum,GCA_009298205.1
Fusarium,Fusarium oxysporum,GCA_009298235.1
Fusarium,Fusarium oxysporum,GCA_009298245.1
Fusarium,Fusarium oxysporum,GCA_009298275.1
Fusarium,Fusarium oxysporum,GCA_009298285.1
Fusarium,Fusarium oxysporum,GCA_009298295.1
Fusarium,Fusarium oxysporum,GCA_009298305.1
Fusarium,Fusarium oxysporum,GCA_009298315.1
Fusarium,Fusarium oxysporum,GCA_009298335.1
Fusarium,Fusarium oxysporum,GCA_009298395.1
Fusarium,Fusarium oxysporum,GCA_009298405.1
Fusarium,Fusarium oxysporum,GCA_009298435.1
Fusarium,Fusarium oxysporum,GCA_009298455.1
Fusarium,Fusarium oxysporum,GCA_009298465.1
Fusarium,Fusarium oxysporum,GCA_009298475.1
Fusarium,Fusarium oxysporum,GCA_009298495.1
Fusarium,Fusarium oxysporum,GCA_009298505.1
Fusarium,Fusarium oxysporum,GCA_009298515.1
Fusarium,Fusarium oxysporum,GCA_009298545.1
Fusarium,Fusarium oxysporum,GCA_009298555.1
Fusarium,Fusarium oxysporum,GCA_009298615.1
Fusarium,Fusarium oxysporum,GCA_009298635.1
